student_id,academic_cycle_name,course_code,section_number,period_start,period_end,room_no,teacher_id,max_enrollment,rotation_day
240419,2025-2026,MATH-904,A,Period 1,,207,TCH017,25,
240420,2025-2026,MATH-904,A,Period 1,,207,TCH017,25,
240421,2025-2026,MATH-904,A,Period 1,,207,TCH017,25,
240422,2025-2026,MATH-904,A,Period 1,,207,TCH017,25,
240423,2025-2026,MATH-904,A,Period 1,,207,TCH017,25,
240424,2025-2026,MATH-904,A,Period 1,,207,TCH017,25,
240425,2025-2026,MATH-904,A,Period 1,,207,TCH017,25,
240426,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240427,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240428,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240429,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240430,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240431,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240432,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240433,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240434,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240435,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240436,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240437,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240438,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240439,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240440,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240441,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240442,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240443,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240444,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240445,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240446,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240447,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240448,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240449,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240450,2025-2026,MATH-904,B,Period 2,,208,TCH018,25,
240451,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240452,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240453,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240454,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240455,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240456,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240457,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240458,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240459,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240460,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240461,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240462,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240463,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240464,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240465,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240466,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240467,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240468,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240469,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240470,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240471,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240472,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240473,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240474,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240475,2025-2026,MATH-904,C,Period 3,,209,TCH019,25,
240476,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240477,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240478,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240479,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240480,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240481,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240482,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240483,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240484,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240485,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240486,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240487,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240488,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240489,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240490,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240491,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240492,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240493,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240494,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240495,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240496,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240497,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240498,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240499,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240500,2025-2026,MATH-905,A,Period 1,,210,TCH020,25,
240001,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240002,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240003,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240004,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240005,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240006,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240007,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240008,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240009,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240010,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240011,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240012,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240013,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240014,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240015,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240016,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240017,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240018,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240019,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240020,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240021,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240022,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240023,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240024,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240025,2025-2026,MATH-905,B,Period 2,,301,TCH021,25,
240026,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240027,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240028,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240029,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240030,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240031,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240032,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240033,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240034,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240035,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240036,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240037,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240038,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240039,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240040,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240041,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240042,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240043,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240044,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240045,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240046,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240047,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240048,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240049,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240050,2025-2026,ELA-901,A,Period 1,,302,TCH022,25,
240051,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240052,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240053,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240054,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240055,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240056,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240057,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240058,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240059,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240060,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240061,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240062,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240063,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240064,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240065,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240066,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240067,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240068,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240069,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240070,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240071,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240072,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240073,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240074,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240075,2025-2026,ELA-901,B,Period 2,,303,TCH023,25,
240076,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240077,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240078,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240079,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240080,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240081,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240082,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240083,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240084,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240085,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240086,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240087,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240088,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240089,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240090,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240091,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240092,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240093,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240094,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240095,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240096,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240097,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240098,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240099,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240100,2025-2026,ELA-901,C,Period 3,,304,TCH024,25,
240101,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240102,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240103,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240104,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240105,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240106,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240107,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240108,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240109,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240110,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240111,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240112,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240113,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240114,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240115,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240116,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240117,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240118,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240119,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240120,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240121,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240122,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240123,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240124,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240125,2025-2026,ELA-901,D,Period 4,,305,TCH025,25,
240126,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240127,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240128,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240129,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240130,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240131,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240132,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240133,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240134,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240135,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240136,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240137,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240138,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240139,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240140,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240141,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240142,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240143,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240144,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240145,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240146,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240147,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240148,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240149,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240150,2025-2026,ELA-901,E,Period 5,,306,TCH001,25,
240151,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240152,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240153,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240154,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240155,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240156,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240157,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240158,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240159,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240160,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240161,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240162,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240163,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240164,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240165,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240166,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240167,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240168,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240169,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240170,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240171,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240172,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240173,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240174,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240175,2025-2026,ELA-902,A,Period 1,,307,TCH002,25,
240176,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240177,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240178,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240179,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240180,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240181,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240182,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240183,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240184,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240185,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240186,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240187,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240188,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240189,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240190,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240191,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240192,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240193,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240194,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240195,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240196,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240197,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240198,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240199,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240200,2025-2026,ELA-902,B,Period 2,,308,TCH003,25,
240201,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240202,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240203,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240204,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240205,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240206,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240207,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240208,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240209,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240210,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240211,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240212,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240213,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240214,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240215,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240216,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240217,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240218,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240219,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240220,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240221,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240222,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240223,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240224,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240225,2025-2026,ELA-902,C,Period 3,,309,TCH004,25,
240226,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240227,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240228,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240229,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240230,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240231,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240232,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240233,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240234,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240235,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240236,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240237,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240238,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240239,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240240,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240241,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240242,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240243,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240244,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240245,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240246,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240247,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240248,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240249,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240250,2025-2026,ELA-902,D,Period 4,,310,TCH005,25,
240251,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240252,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240253,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240254,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240255,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240256,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240257,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240258,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240259,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240260,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240261,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240262,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240263,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240264,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240265,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240266,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240267,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240268,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240269,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240270,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240271,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240272,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240273,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240274,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240275,2025-2026,ELA-902,E,Period 5,,Gym,TCH006,25,
240276,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240277,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240278,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240279,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240280,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240281,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240282,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240283,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240284,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240285,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240286,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240287,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240288,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240289,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240290,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240291,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240292,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240293,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240294,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240295,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240296,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240297,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240298,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240299,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240300,2025-2026,ELA-903,A,Period 1,,Auditorium,TCH007,25,
240301,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240302,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240303,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240304,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240305,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240306,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240307,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240308,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240309,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240310,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240311,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240312,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240313,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240314,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240315,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240316,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240317,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240318,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240319,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240320,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240321,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240322,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240323,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240324,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240325,2025-2026,ELA-903,B,Period 2,,Science Lab 1,TCH008,25,
240326,2025-2026,ELA-903,C,Period 3,,Science Lab 2,TCH009,25,
240327,2025-2026,ELA-903,C,Period 3,,Science Lab 2,TCH009,25,
240328,2025-2026,ELA-903,C,Period 3,,Science Lab 2,TCH009,25,
240329,2025-2026,ELA-903,C,Period 3,,Science Lab 2,TCH009,25,
240330,2025-2026,ELA-903,C,Period 3,,Science Lab 2,TCH009,25,
